,title,rating,name,num_ratings,num_reviews,num_followers,synopsis,genre
60,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,4.08,Cal Newport,"37,256","3,345","6,812 followers","In this eye-opening account, Cal Newport debunks the long-held belief that ""follow your passion"" is good advice.

Not only is the cliché flawed—preexisting passions are rare and have little to do with how most people end up loving their work—but it can also be dangerous, leading to anxiety and chronic job hopping.

After making his case against passion, Newport sets out on a quest to discover the reality of how people end up loving what they do. Spending time with organic farmers, venture capitalists, screenwriters, freelance computer programmers, and others who admitted to deriving great satisfaction from their work, Newport uncovers the strategies they used and the pitfalls they avoided in developing their compelling careers.

Matching your job to a preexisting passion does not matter, he reveals. Passion comes after you put in the hard work to become excellent at something valuable, not before. In other words, what you do for a living is much less important than how you do it.

With a title taken from the comedian Steve Martin, who once said his advice for aspiring entertainers was to ""be so good they can't ignore you,"" Cal Newport's clearly written manifesto is mandatory reading for anyone fretting about what to do with their life, or frustrated by their current job situation and eager to find a fresh new way to take control of their livelihood. He provides an evidence-based blueprint for creating work you love.

So Good They Can't Ignore You will change the way we think about our careers, happiness, and the crafting of a remarkable life. (less)",self-help
61,Attached: The New Science of Adult Attachment and How It Can Help You Find—and Keep—Love,4.14,Amir Levine,"50,423","4,500",189 followers,"Is there a science to love?

In this groundbreaking book, psychiatrist and neuroscientist Amir Levine and psychologist Rachel S. F. Heller reveal how an understanding of attachment theory-the most advanced relationship science in existence today-can help us find and sustain love. Attachment theory forms the basis for many bestselling books on the parent/child relationship, but there has yet to be an accessible guide to what this fascinating science has to tell us about adult romantic relationships-until now.

Attachment theory owes its inception to British psychologist and psychoanalyst John Bowlby, who in the 1950s examined the tremendous impact that our early relationships with our parents or caregivers has on the people we become. Also central to attachment theory is the discovery that our need to be in a close relationship with one or more individuals is embedded in our genes.

In Attached, Levine and Heller trace how these evolutionary influences continue to shape who we are in our relationships today. According to attachment theory, every person behaves in relationships in one of three distinct ways:

*ANXIOUS people are often preoccupied with their relationships and tend to worry about their partner's ability to love them back.
*AVOIDANT people equate intimacy with a loss of independence and constantly try to minimize closeness.
*SECURE people feel comfortable with intimacy and are usually warm and loving.

Attached guides readers in determining what attachment style they and their mate (or potential mates) follow. It also offers readers a wealth of advice on how to navigate their relationships more wisely given their attachment style and that of their partner. An insightful look at the science behind love, Attached offers readers a road map for building stronger, more fulfilling connections. (less)",self-help
62,Why We Sleep: Unlocking the Power of Sleep and Dreams,4.38,Matthew Walker,"1,41,993","15,000","1,706 followers","Alternate cover edition of ISBN 9781501144318.

Neuroscientist and sleep expert Matthew Walker provides a revolutionary exploration of sleep, examining how it affects every aspect of our physical and mental well-being. Charting the most cutting-edge scientific breakthroughs, and marshalling his decades of research and clinical practice, Walker explains how we can harness sleep to improve learning, mood and energy levels, regulate hormones, prevent cancer, Alzheimer's and diabetes, slow the effects of aging, and increase longevity. He also provides actionable steps towards getting a better night's sleep every night. (less)",self-help
63,The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results,4.12,Gary Keller,"57,508","4,142",844 followers,"The One Thing explains the success habit to overcome the six lies that block our success, beat the seven thieves that steal time, and leverage the laws of purpose, priority, and productivity.",self-help
64,The Richest Man in Babylon,4.26,George S. Clason,"1,59,408","8,785",603 followers,"Beloved by millions, this timeless classic holds the key to all you desire and everything you wish to accomplish. This is the book that reveals the secret to personal wealth.

The Success Secrets of the Ancients—
An Assured Road to Happiness and Prosperity

Countless readers have been helped by the famous “Babylonian parables,” hailed as the greatest of all inspirational works on the subject of thrift, financial planning, and personal wealth. In language as simple as that found in the Bible, these fascinating and informative stories set you on a sure path to prosperity and its accompanying joys. Acclaimed as a modern-day classic, this celebrated bestseller offers an understanding of—and a solution to—your personal financial problems that will guide you through a lifetime. This is the book that holds the secrets to keeping your money—and making more.

The Richest Man in Babylon
Read it and recommend it to loved ones—
and get on the road to riches.

MORE THAN TWO MILLION BOOKS SOLD (less)",self-help
65,Feeling Good: The New Mood Therapy,4.03,David D. Burns,"29,334","1,371",466 followers,"The good news is that anxiety, guilt, pessimism, procrastination, low self-esteem, and other ""black holes"" of depression can be cured without drugs. In Feeling Good, eminent psychiatrist, David D. Burns, M.D., outlines the remarkable, scientifically proven techniques that will immediately lift your spirits and help you develop a positive outlook on life. Now, in this updated edition, Dr. Burns adds an All-New Consumer′s Guide To Anti-depressant Drugs as well as a new introduction to help answer your questions about the many options available for treating depression.

- Recognise what causes your mood swings
- Nip negative feelings in the bud
- Deal with guilt
- Handle hostility and criticism
- Overcome addiction to love and approval
- Build self-esteem
- Feel good everyday (less)",self-help
66,The Tipping Point: How Little Things Can Make a Big Difference,3.99,Malcolm Gladwell,"7,68,386","15,095","32,049 followers","The tipping point is that magic moment when an idea, trend, or social behavior crosses a threshold, tips, and spreads like wildfire. Just as a single sick person can start an epidemic of the flu, so too can a small but precisely targeted push cause a fashion trend, the popularity of a new product, or a drop in the crime rate. This widely acclaimed bestseller, in which Malcolm Gladwell explores and brilliantly illuminates the tipping point phenomenon, is already changing the way people throughout the world think about selling products and disseminating ideas. (less)",self-help
67,You Can Heal Your Life,4.15,Louise L. Hay,"70,956","2,319","2,165 followers","Louise’s key message in this powerful work is: “If we are willing to do the mental work, almost anything can be healed.” Louise explains how limiting beliefs and ideas are often the cause of illness, and how you can change your thinking…and improve the quality of your life.",self-help
68,The Little Book of Hygge: The Danish Way to Live Well,3.76,Meik Wiking,"89,551","8,024","1,155 followers","Denmark is often said to be the happiest country in the world. That's down to one thing: hygge.

'Hygge has been translated as everything from the art of creating intimacy to cosiness of the soul to taking pleasure from the presence of soothing things. My personal favourite is cocoa by candlelight...'

You know hygge when you feel it. It is when you are cuddled up on a sofa with a loved one, or sharing comfort food with your closest friends. It is those crisp blue mornings when the light through your window is just right.

Who better than Meik Wiking to be your guide to all things hygge? Meik is CEO of the Happiness Research Institute in Copenhagen and has spent years studying the magic of Danish life. In this beautiful, inspiring book he will help you be more hygge: from picking the right lighting and planning a dinner party through to creating an emergency hygge kit and even how to dress.

Meik Wiking is the CEO of the Happiness Research Institute in Copenhagen. He is committed to finding out what makes people happy and has concluded that hygge is the magic ingredient that makes Danes the happiest nation in the world. (less)",self-help
69,Mastery,4.25,Robert Greene,"34,436","2,230","11,747 followers","In this book, Robert Greene demonstrates that the ultimate form of power is mastery itself. By analyzing the lives of such past masters as Charles Darwin, Benjamin Franklin, Albert Einstein, and Leonard da Vinci, as well as by interviewing nine contemporary masters, including tech guru Paul Graham and animal rights advocate Temple Grandin, Greene debunks our culture’s many myths about genius and distills the wisdom of the ages to reveal the secret to greatness. With this seminal text as a guide, readers will learn how to unlock the passion within and become masters. (less)",self-help
70,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,4.12,Melody Beattie,"35,097","1,811",709 followers,"The healing touchstone of millions, this modern classic by one of America's best-loved and most inspirational authors holds the key to understanding codependency and to unlocking its stultifying hold on your life.

Is someone else's problem your problem? If, like so many others, you've lost sight of your own life in the drama of tending to someone else's, you may be codependent--and you may find yourself in this book--Codependent No More.The healing touchstone of millions, this modern classic by one of America's best-loved and most inspirational authors holds the key to understanding codependency and to unlocking its stultifying hold on your life.With instructive life stories, personal reflections, exercises, and self-tests, Codependent No More is a simple, straightforward, readable map of the perplexing world of codependency--charting the path to freedom and a lifetime of healing, hope, and happiness.Melody Beattie is the author of Beyond Codependency, The Language of Letting Go, Stop Being Mean to Yourself, The Codependent No More Workbook and Playing It by Heart. (less)",self-help
71,"The Compound Effect: Jumpstart Your Income, Your Life, Your Success",4.24,Darren Hardy,"44,492","3,621",839 followers,"No gimmicks. No Hyperbole. No Magic Bullet. The Compound Effect is based on the principle that decisions shape your destiny. Little, everyday decisions will either take you to the life you desire or to disaster by default. Darren Hardy, publisher of Success Magazine, presents The Compound Effect, a distillation of the fundamental principles that have guided the most phenomenal achievements in business, relationships, and beyond. This easy-to-use, step-by-step operating system allows you to multiply your success, chart your progress, and achieve any desire. If you’re serious about living an extraordinary life, use the power of The Compound Effect to create the success you want. (less)",self-help
72,Talking to Strangers: What We Should Know About the People We Don’t Know,4.02,Malcolm Gladwell,"2,42,106","20,430","32,049 followers","Malcolm Gladwell, host of the podcast Revisionist History and author of the #1 New York Times bestseller Outliers, offers a powerful examination of our interactions with strangers -- and why they often go wrong.

How did Fidel Castro fool the CIA for a generation? Why did Neville Chamberlain think he could trust Adolf Hitler? Why are campus sexual assaults on the rise? Do television sitcoms teach us something about the way we relate to each other that isn't true?

While tackling these questions, Malcolm Gladwell was not solely writing a book for the page. He was also producing for the ear. In the audiobook version of Talking to Strangers, you'll hear the voices of people he interviewed--scientists, criminologists, military psychologists. Court transcripts are brought to life with re-enactments. You actually hear the contentious arrest of Sandra Bland by the side of the road in Texas. As Gladwell revisits the deceptions of Bernie Madoff, the trial of Amanda Knox, and the suicide of Sylvia Plath, you hear directly from many of the players in these real-life tragedies. There's even a theme song - Janelle Monae's ""Hell You Talmbout.""

Something is very wrong, Gladwell argues, with the tools and strategies we use to make sense of people we don't know. And because we don't know how to talk to strangers, we are inviting conflict and misunderstanding in ways that have a profound effect on our lives and our world. (less)",self-help
73,The Art of Happiness,4.16,Dalai Lama XIV,"1,08,279","3,020","5,368 followers","Nearly every time you see him, he's laughing, or at least smiling. And he makes everyone else around him feel like smiling. He's the Dalai Lama, the spiritual and temporal leader of Tibet, a Nobel Prize winner, and an increasingly popular speaker and statesman. What's more, he'll tell you that happiness is the purpose of life, and that ""the very motion of our life is towards happiness."" How to get there has always been the question. He's tried to answer it before, but he's never had the help of a psychiatrist to get the message across in a context we can easily understand. Through conversations, stories, and meditations, the Dalai Lama shows us how to defeat day-to-day anxiety, insecurity, anger, and discouragement. Together with Dr. Cutler, he explores many facets of everyday life, including relationships, loss, and the pursuit of wealth, to illustrate how to ride through life's obstacles on a deep and abiding source of inner peace. (less)",self-help
74,"The Road Less Traveled: A New Psychology of Love, Traditional Values and Spiritual Growth",4.06,M. Scott Peck,"93,139","2,830","1,144 followers","The Road Less Traveled: A New Psychology of Love, Traditional Values and Spiritual Growth
316 pp. ""Psychotherapy is all things to all people in this mega-selling pop-psychology watershed, which features a new introduction by the author in this 25th anniversary edition. His agenda in this tome, which was first published in 1978 but didn't become a bestseller until 1983, is to reconcile the psychoanalytic tradition with the conflicting cultural currents roiling the 70s. In the spirit of Me-Decade individualism and libertinism, he celebrates self-actualization as life's highest purpose and flirts with the notions of open marriage and therapeutic sex between patient and analyst. But because he is attuned to the nascent conservative backlash against the therapeutic worldview, Peck also cites Gospel passages, recruits psychotherapy to the cause of traditional religion (he even convinces a patient to sign up for divinity school) and insists that problems must be overcome through suffering, discipline and hard work (with a therapist.) Often departing from the cerebral and rationalistic bent of Freudian discourse for a mystical, Jungian tone more compatible with New Age spirituality, Peck writes of psychotherapy as an exercise in ""love"" and ""spiritual growth,"" asserts that ""our unconscious is God"" and affirms his belief in miracles, reincarnation and telepathy. Peck's synthesis of such clashing elements (he even throws in a little thermodynamics) is held together by a warm and lucid discussion of psychiatric principles and moving accounts of his own patients' struggles and breakthroughs. Harmonizing psychoanalysis and spirituality, Christ and Buddha, Calvinist work ethic and interminable talking cures, this book is a touchstone of our contemporary religio-therapeutic culture."" -- Publishers WeeklyKeywords: MIND & BODY PSYCHOLOGY SOCIOLOGY RELIGION (less)",self-help
75,The Artist's Way: A Spiritual Path to Higher Creativity,3.93,Julia Cameron,"1,04,368","3,521","1,526 followers","The Artist’s Way is the seminal book on the subject of creativity. An international bestseller, millions of readers have found it to be an invaluable guide to living the artist’s life. Still as vital today—or perhaps even more so—than it was when it was first published one decade ago, it is a powerfully provocative and inspiring work. In a new introduction to the book, Julia Cameron reflects upon the impact of The Artist’s Way and describes the work she has done during the last decade and the new insights into the creative process that she has gained. Updated and expanded, this anniversary edition reframes The Artist’s Way for a new century. (less)",self-help
76,Reasons to Stay Alive,4.1,Matt Haig,"79,270","9,200","28,321 followers","Matt Haig’s accessible and life-affirming memoir of his struggle with depression, and how his triumph over the illness taught him to live.

Like nearly one in five people, Matt Haig suffers from depression. Reasons to Stay Alive is Matt’s inspiring account of how, minute by minute and day by day, he overcame the disease with the help of reading, writing, and the love of his parents and his girlfriend (and now-wife), Andrea. And eventually, he learned to appreciate life all the more for it.

Everyone’s lives are touched by mental illness: if we do not suffer from it ourselves, then we have a friend or loved one who does. Matt’s frankness about his experiences is both inspiring to those who feel daunted by depression and illuminating to those who are mystified by it. Above all, his humor and encouragement never let us lose sight of hope. Speaking as his present self to his former self in the depths of depression, Matt is adamant that the oldest cliché is the truest—there is light at the end of the tunnel. He teaches us to celebrate the small joys and moments of peace that life brings, and reminds us that there are always reasons to stay alive. (less)",self-help
77,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",3.81,Rachel Hollis,"71,404","5,982","31,841 followers","Rachel Hollis points out the pitfalls, challenges, and excuses that stop us from achieving our aspirations.

Rachel Hollis has seen it too often: Women not living into their full potential. They feel a tugging on their hearts for something more, but they’re afraid of embarrassment, of falling short of perfection, of not being enough.

In Girl, Stop Apologizing, #1 New York Times bestselling author and founder of a multimillion-dollar media company Rachel Hollis sounds a wake-up call. She knows that many women have been taught to define themselves in light of other people—whether as wife, mother, daughter, or employee—instead of learning how to own who they are and what they want.

In this book, Hollis helps you to:

• identify the excuses to let go of,
• the behaviors to adopt,
• and the skills to acquire on the path to growth, confidence, and believing in yourself.

Hollis shares stories and principles with raw honesty that inspires her readers to discover and take the practical steps that will put them on a lifelong path of personal growth.

Girl, Stop Apologizing is the life- changing guide you need to dump your excuses, embrace your dreams, set boundaries, and gain real confidence in life. (less)",self-help
78,The 5 AM Club: Own Your Morning. Elevate Your Life,3.8,Robin S. Sharma,"54,122","5,264","5,400 followers","Legendary leadership and elite performance expert Robin Sharma introduced The 5am Club concept over twenty years ago, based on a revolutionary morning routine that has helped his clients maximize their productivity, activate their best health and bulletproof their serenity in this age of overwhelming complexity.

      Now, in this life-changing book, handcrafted by the author over a rigorous four-year period, you will discover the early-rising habit that has helped so many accomplish epic results while upgrading their happiness, helpfulness and feelings of aliveness.

      Through an enchanting—and often amusing—story about two struggling strangers who meet an eccentric tycoon who becomes their secret mentor, The 5am Club will walk you through:


How great geniuses, business titans and the world’s wisest people start their mornings to produce astonishing achievements
A little-known formula you can use instantly to wake up early feeling inspired, focused and flooded with a fiery drive to get the most out of each day
A step-by-step method to protect the quietest hours of daybreak so you have time for exercise, self-renewal and personal growth
A neuroscience-based practice proven to help make it easy to rise while most people are sleeping, giving you precious time for yourself to think, express your creativity and begin the day peacefully instead of being rushed
“Insider-only” tactics to defend your gifts, talents and dreams against digital distraction and trivial diversions so you enjoy fortune, influence and a magnificent impact on the world
Part manifesto for mastery, part playbook for genius-grade productivity and part companion for a life lived beautifully, The 5am Club is a work that will transform your life. Forever. (less)",self-help
79,Adult Children of Emotionally Immature Parents,4.38,Lindsay C. Gibson,"21,841","2,307",342 followers,"If you grew up with an emotionally immature, unavailable, or selfish parent, you may have lingering feelings of anger, loneliness, betrayal, or abandonment. You may recall your childhood as a time when your emotional needs were not met, when your feelings were dismissed, or when you took on adult levels of responsibility in an effort to compensate for your parent’s behavior. These wounds can be healed, and you can move forward in your life.

In this breakthrough book, clinical psychologist Lindsay Gibson exposes the destructive nature of parents who are emotionally immature or unavailable. You will see how these parents create a sense of neglect, and discover ways to heal from the pain and confusion caused by your childhood. By freeing yourself from your parents’ emotional immaturity, you can recover your true nature, control how you react to them, and avoid disappointment. Finally, you’ll learn how to create positive, new relationships so you can build a better life.

Discover the four types of difficult parents:



The emotional parent instills feelings of instability and anxiety

The driven parent stays busy trying to perfect everything and everyone

The passive parent avoids dealing with anything upsetting

The rejecting parent is withdrawn, dismissive, and derogatory
  (less)",self-help
80,"Lean In: Women, Work, and the Will to Lead",3.95,Sheryl Sandberg,"2,47,513","13,792","2,907 followers","Sheryl Sandberg’s Lean In is a massive cultural phenomenon and its title has become an instant catchphrase for empowering women. The book soared to the top of bestseller lists internationally, igniting global conversations about women and ambition. Sandberg packed theatres, dominated opinion pages, appeared on every major television show and on the cover of Time magazine, and sparked ferocious debate about women and leadership. Ask most women whether they have the right to equality at work and the answer will be a resounding yes, but ask the same women whether they'd feel confident asking for a raise, a promotion, or equal pay, and some reticence creeps in. The statistics, although an improvement on previous decades, are certainly not in women's favour – of 197 heads of state, only twenty-two are women. Women hold just 20 percent of seats in parliaments globally, and in the world of big business, a meagre eighteen of the Fortune 500 CEOs are women. In Lean In, Sheryl Sandberg – Facebook COO and one of Fortune magazine's Most Powerful Women in Business – draws on her own experience of working in some of the world's most successful businesses and looks at what women can do to help themselves, and make the small changes in their life that can effect change on a more universal scale. (less)",self-help
81,The Total Money Makeover: A Proven Plan for Financial Fitness,4.23,Dave Ramsey,"82,911","6,174","1,919 followers","If you will live like no one else, later you can ""live"" like no one else.

Build up your money muscles with America's favorite finance coach.

Okay, folks, do you want to turn those fat and flabby expenses into a well-toned budget? Do you want to transform your sad and skinny little bank account into a bulked-up cash machine? Then get with the program, people. There's one sure way to whip your finances into shape, and that's with ""The Total Money Makeover: Classic Edition"".

By now, you've heard all the nutty get-rich-quick schemes, the fiscal diet fads that leave you with a lot of kooky ideas but not a penny in your pocket. Hey, if you're tired of the lies and sick of the false promises, take a look at this--it's the simplest, most straightforward game plan for completely making over your money habits. And it's based on results, not pie-in-the-sky fantasies.

With ""The Total Money Makeover: Classic Edition,"" you'll be able to:
Design a sure-fire plan for paying off all debt--meaning cars, houses, everything
Recognize the 10 most dangerous money myths (these will kill you)
Secure a big, fat nest egg for emergencies and retirement! (less)",self-help
82,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,3.95,Austin Kleon,"2,53,239","7,534","5,157 followers","You don’t need to be a genius, you just need to be yourself. That’s the message from Austin Kleon, a young writer and artist who knows that creativity is everywhere, creativity is for everyone. A manifesto for the digital age, Steal Like an Artist is a guide whose positive message, graphic look and illustrations, exercises, and examples will put readers directly in touch with their artistic side. (less)",self-help
83,Emotional Intelligence 2.0,3.84,Travis Bradberry,"77,668","1,519","1,107 followers","""Emotional Intelligence 2.0 succinctly explains how to deal with emotions creatively and employ our intelligence in a beneficial way.""
--THE DALAI LAMA

For the first time ever in a book, TalentSmart's revolutionary program helps people identify their EQ skills, build these skills into strengths, and enjoy consistent performance in the pursuit of important life objectives. The book contains proven strategies from a decade-long effort to accurately measure and increase emotional intelligence. Trusted by upper-echelon leaders inside companies worldwide, these strategies will enable you to capitalize on the skills responsible for 58% of performance in all types of jobs.

Includes a passcode for online access to the world's bestselling emotional intelligence test, the Emotional Intelligence Appraisal®, which will show you where your EQ stands today and what you can do to begin maximizing it immediately.

Rooted in sound research involving more than 500,000 responses, this new edition of the test will:

--Pinpoint which of the book's 66 emotional intelligence strategies will increase your EQ the most.

--Reveal the specific behaviors responsible for your EQ scores.

--Allow you to test yourself a second time to measure how much your EQ has increased from your efforts.

The book's smooth narrative style turns rigorous research into memorable stories and practical strategies that anyone can use to his or her advantage.

With 90% of top performers high in EQ, and EQ twice as important as IQ in getting where you want to go in life, who can afford to ignore it?

What people are saying about it:

""Emotional Intelligence 2.0 is a fast read with compelling anecdotes and good context in which to understand and improve your score.""
--Newsweek

""Surveys of 500,000 people on the role of emotions in daily life have enabled the authors to hone EQ assessment to a 28-question online survey that can be completed in seven minutes.""
--The Washington Post

""Read worthy strategies for improving emotional intelligence skills make this our how-to book of the week. It's nice to know that average IQ doesn't limit a person to average performance. And who can resist an online quiz with instant feedback?""
--Newsday

""Gives abundant, practical findings and insights with emphasis on how to develop EQ. Research shows convincingly that EQ is more important than IQ.""
--Stephen R. Covey, author, The 7 Habits of Highly Effective People

""This book can drastically change the way you think about success...read it twice.""
--Patrick Lencioni, author, The Five Dysfunctions of a Team

""At last a book that gives how to's rather than just what to's. We need no more convincing that emotional intelligence is at the core of life success. What we need are practical ways of improving it. Bradberry and Greaves brilliant new book is a godsend. It will change your life.""
--Joseph Grenny, New York Times bestselling coauthor of Crucial Conversations

""Emotional intelligence is an extremely important skill for personal and professional success. This book is excellent and the learning included in the free online test is cutting-edge. I strongly recommend it.""
--Ken Blanchard, bestselling business book author of all time; coauthor The One Minute Manager®

""I distributed the book to my entire team. We found it very helpful in our dealings with each other and our internal customers. With all the new buzzwords over the past few years, the heart and soul of a company's culture is how they support and promote emotional intelligence. Those with foresight see that emotional intelligence will separate the good companies from the great ones. This book is a wonderful tool for a grass roots approach. If your desire is to be a truly resonate leader that people will trust and follow, this is an opportunity that cannot only change your professional career, but also your personal relationships.""
--Regina Sacha, vice president, human resources, FedEx Custom Critical

""In the fast lane of business life today, people spend more time on computer keyboards, blackberries and conference calls than they do in face-to-face communication. We're expected to piece together broken conversations, cryptic voicemails, and abbreviated text messages to figure out how to proceed. In this increasingly complex web, emotional intelligence is more important than ever before. This book is filled with invaluable insights and information that no one can afford to ignore.""
--Rajeev Peshawaria, executive director, Goldman Sachs International (less)",self-help
84,Drive: The Surprising Truth About What Motivates Us,3.95,Daniel H. Pink,"1,10,685","5,029","28,327 followers","The New York Times bestseller that gives readers a paradigm-shattering new way to think about motivation

Most people believe that the best way to motivate is with rewards like money—the carrot-and-stick approach. That's a mistake, says Daniel H. Pink (author of To Sell Is Human: The Surprising Truth About Motivating Others). In this provocative and persuasive new book, he asserts that the secret to high performance and satisfaction—at work, at school, and at home—is the deeply human need to direct our own lives, to learn and create new things, and to do better by ourselves and our world.

Drawing on four decades of scientific research on human motivation, Pink exposes the mismatch between what science knows and what business does—and how that affects every aspect of life. He examines the three elements of true motivation—autonomy, mastery, and purpose—and offers smart and surprising techniques for putting these into action in a unique book that will change how we think and transform how we live. (less)",self-help
85,Feel the Fear and Do It Anyway,4.01,Susan Jeffers,"31,844","1,396",285 followers,"Dynamic and inspirational, FEEL THE FEAR AND DO IT ANYWAY is filled with concrete techniques to turn passivity into asssertiveness. Dr. Susan Jeffers, teaches you how to stop negative thinking patterns and reeducate your mind to think more positively. You will learn: the vital 10-Step Positive Thinking Process; how to risk a little every day; how to turn every decision into a "" No-Lose"" situation, and much more. (less)",self-help
86,The Mountain Is You: Transforming Self-Sabotage Into Self-Mastery,4.23,Brianna Wiest,"8,690",795,"1,054 followers","This book is about self-sabotage.

Why we do it, when we do it, and how to stop doing it—for good.

Coexisting but conflicting needs create self-sabotaging behaviors. This is why we resist efforts to change, often until they feel completely futile. But by extracting crucial insight from our most damaging habits, building emotional intelligence by better understanding our brains and bodies, releasing past experiences at a cellular level, and learning to act as our highest potential future selves, we can step out of our own way and into our potential.

For centuries, the mountain has been used as a metaphor for the big challenges we face, especially ones that seem impossible to overcome. To scale our mountains, we actually have to do the deep internal work of excavating trauma, building resilience, and adjusting how we show up for the climb.

In the end, it is not the mountain we master, but ourselves. (less)",self-help
87,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,4.29,Cheryl Strayed,"79,274","8,140","11,497 followers","Life can be hard: your lover cheats on you; you lose a family member; you can’t pay the bills - and it can be great: you've had the hottest sex of your life; you get that plum job; you muster the courage to write your novel. Sugar - the once-anonymous online columnist at The Rumpus, now revealed as Cheryl Strayed, author of the bestselling memoir Wild - is the person thousands turn to for advice.
Tiny Beautiful Things brings the best of Dear Sugar in one place and includes never-before-published columns and a new introduction by Steve Almond.  Rich with humor, insight, compassion - and absolute honesty - this book is a balm for everything life throws our way. (less)",self-help
88,The Last Lecture,4.25,Randy Pausch,"3,29,061","18,410","1,054 followers","A lot of professors give talks titled 'The Last Lecture'. Professors are asked to consider their demise and to ruminate on what matters most to them: What wisdom would we impart to the world if we knew it was our last chance? If we had to vanish tomorrow, what would we want as our legacy?

When Randy Pausch, a computer science professor at Carnegie Mellon, was asked to give such a lecture, he didn't have to imagine it as his last, since he had recently been diagnosed with terminal cancer. But the lecture he gave, 'Really Achieving Your Childhood Dreams', wasn't about dying. It was about the importance of overcoming obstacles, of enabling the dreams of others, of seizing every moment (because time is all you have and you may find one day that you have less than you think). It was a summation of everything Randy had come to believe. It was about living.

In this book, Randy Pausch has combined the humour, inspiration, and intelligence that made his lecture such a phenomenon and given it an indelible form. It is a book that will be shared for generations to come. (less)",self-help
89,The Life-Changing Magic of Not Giving a F*ck: How to Stop Spending Time You Don't Have with People You Don't Like Doing Things You Don't Want to Do,3.42,Sarah Knight,"34,747","3,361","1,552 followers","The Life-Changing Magic of Tidying Up explains how to rid yourself of unwanted obligations, shame, and guilt--and give your f*cks instead to people and things that make you happy.

The easy-to-use, two-step NotSorry Method for mental decluttering will help you unleash the power of not giving a f*ck about:

Family drama
Having a ""bikini body""
Iceland
Co-workers' opinions, pets, and children
And other bullsh*t! And it will free you to spend your time, energy, and money on the things that really matter. So what are you waiting for? Stop giving a f*ck and start living your best life today! (less)",self-help
